GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SummaryToolStrip.new ClickHandler() {...},22,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SummaryToolStrip.new AsyncCallback() {...},36,0,0,0,8,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SystemLoadLayout.new ClickHandler() {...},14,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SystemLoadLayout.new AsyncCallback() {...},34,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SystemLoadLayout.new Timer() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,LogsTab.new RowContextClickHandler() {...},14,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,LogsTab.new CellDoubleClickHandler() {...},32,0,2,0,7,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChartsTab.new AsyncCallback() {...},37,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChartsTab.new AsyncCallback() {...},37,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChartsTab.new AsyncCallback() {...},37,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChartsTab.new AsyncCallback() {...},30,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChartsTab.new AsyncCallback() {...},30,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChartsTab.new CellFormatter() {...},22,0,2,0,7,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChartsTab.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChartsTab.new ChangedHandler() {...},38,0,6,0,6,0,5,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,LogsTab.new ClickHandler() {...},14,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,LogsTab.new ClickHandler() {...},31,0,2,0,5,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,LogsTab.new AsyncCallback() {...},97,0,4,0,15,0,5,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,LogsTab.new ClickHandler() {...},14,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SearchStackSection.new ClickHandler() {...},37,0,0,0,8,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SearchStackSection.new AsyncCallback() {...},193,0,8,0,37,0,7,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SearchStackSection.new ClickHandler() {...},114,0,28,0,16,0,16,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.8.new BooleanCallback() {...},14,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChartsTab.new AsyncCallback() {...},30,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SummaryToolStrip.1.new BooleanCallback() {...},21,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.7.new BooleanCallback() {...},14,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationStatus,0,74,0,0,0,8,0,1,0,1
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.6.new BooleanCallback() {...},14,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SummaryToolStrip,124,0,8,0,25,0,8,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.4.new BooleanCallback() {...},14,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,StatsTab.new ChangedHandler() {...},16,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,StatsTab.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,StatsTab.new CellFormatter() {...},22,0,2,0,7,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,StatsTab.new AsyncCallback() {...},36,0,4,0,9,0,5,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,StatsTab.new AsyncCallback() {...},36,0,4,0,9,0,5,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,StatsTab.new AsyncCallback() {...},36,0,4,0,9,0,5,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,StatsTab.new AsyncCallback() {...},58,0,8,0,12,0,7,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,StatsTab.new Runnable() {...},7,0,0,0,2,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,StatsTab,348,0,5,0,90,0,15,0,11,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.3.new BooleanCallback() {...},14,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationTab,78,0,4,0,16,0,4,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsTab,286,0,0,0,64,0,12,0,12,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SummaryTab.new ListGrid() {...},57,0,0,0,9,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SummaryTab.new CellDoubleClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SummaryTab.new RowContextClickHandler() {...},25,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SummaryTab.new AsyncCallback() {...},309,0,12,0,59,0,12,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChangeSimulationUserLayout,193,0,2,0,49,0,6,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip,465,0,30,0,95,0,24,0,9,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,LogsTab,320,0,2,0,72,0,7,0,6,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,NodeInfoWindow.new AsyncCallback() {...},174,0,2,0,16,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ViewerWindow,205,0,2,0,55,0,8,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SummaryTab,436,0,2,0,91,0,7,0,6,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new ClickHandler() {...},58,0,2,0,11,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new ClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new ClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new ClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new ClickHandler() {...},19,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new ClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new ClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new AsyncCallback() {...},25,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new ClickHandler() {...},15,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new AsyncCallback() {...},25,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SearchStackSection,192,0,0,0,35,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new ClickHandler() {...},11,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new ClickHandler() {...},11,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new AsyncCallback() {...},25,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new AsyncCallback() {...},25,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsToolStrip.new AsyncCallback() {...},54,0,0,0,8,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChangeSimulationUserLayout.new AsyncCallback() {...},22,0,0,0,6,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChangeSimulationUserLayout.new AsyncCallback() {...},64,0,2,0,11,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChangeSimulationUserLayout.new ClickHandler() {...},14,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChangeSimulationUserLayout.new ClickHandler() {...},20,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsTab.new RowContextClickHandler() {...},46,0,0,0,11,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsTab.new RowMouseDownHandler() {...},42,0,2,0,11,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SimulationsTab.new AsyncCallback() {...},87,0,10,0,25,0,8,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,NodeInfoWindow,35,0,0,0,10,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,GeneralTab,128,0,6,0,37,0,5,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesNumberInput,52,0,0,0,16,0,8,0,8,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesApplicationExtensions,58,0,0,0,15,0,7,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesApplication,263,0,4,0,72,0,50,0,48,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesFlagInput,31,0,0,0,10,0,7,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesGroup,36,0,0,0,14,0,7,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesOutputFile,59,0,0,0,25,0,17,0,17,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesStringInput,26,0,0,0,8,0,4,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesInput,95,0,0,0,36,0,20,0,20,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean.boutiquesTools,BoutiquesInput.InputType,59,0,0,0,6,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.rpc,WorkflowService.Util,16,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.rpc,JobService.Util,16,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.rpc,ApplicationService.Util,16,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation,WebServiceEngine.MoteurStatus,44,0,0,0,2,0,1,0,1,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation,ParameterSweep,23,0,0,0,8,0,4,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation,WorkflowEngineInstantiator,121,0,8,0,33,0,11,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation,WebServiceEngine,178,0,5,0,45,0,14,0,10,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,EditVersionLayout.new ClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,EditVersionLayout.new ClickHandler() {...},65,0,8,0,8,0,6,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,EditVersionLayout.new AsyncCallback() {...},60,0,0,0,12,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,ApplicationsLayout.3.new ClickHandler() {...},22,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,ApplicationsLayout.3.new ClickHandler() {...},35,0,0,0,6,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,EditApplicationLayout.new AsyncCallback() {...},56,0,0,0,12,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,EditApplicationLayout.new AsyncCallback() {...},42,0,2,0,9,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,EditApplicationLayout.new AsyncCallback() {...},63,0,2,0,11,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,ManageApplicationsTab,139,0,2,0,36,0,7,0,6,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,EditApplicationLayout.2.new BooleanCallback() {...},20,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,ApplicationsLayout,264,0,6,0,56,0,9,0,6,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,EditApplicationLayout.new ClickHandler() {...},68,0,4,0,8,0,4,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,EditApplicationLayout.new ClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,PublishVersionLayout,141,0,14,0,33,0,12,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,EditVersionLayout.2.new BooleanCallback() {...},24,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,VersionsLayout.3.2.new BooleanCallback() {...},20,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,VersionRecord,27,0,0,0,8,0,1,0,1,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,ApplicationsLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,ApplicationsLayout.new ListGrid() {...},113,0,6,0,24,0,6,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,ApplicationsLayout.new ClickHandler() {...},18,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,ApplicationsLayout.new AsyncCallback() {...},27,0,0,0,8,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,ApplicationsLayout.new CellClickHandler() {...},26,0,0,0,6,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,ApplicationsLayout.new AsyncCallback() {...},142,0,14,0,26,0,10,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,VersionsLayout.new CellDoubleClickHandler() {...},36,0,0,0,8,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,VersionsLayout.new AsyncCallback() {...},63,0,2,0,12,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,VersionsLayout.new AsyncCallback() {...},27,0,0,0,8,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,VersionsLayout.new ClickHandler() {...},20,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,VersionsLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,VersionsLayout.new ListGrid() {...},106,0,2,0,23,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,VersionsLayout,247,0,0,0,57,0,7,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,PublishVersionLayout.new AsyncCallback() {...},45,0,0,0,11,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,VersionsLayout.3.new ClickHandler() {...},49,0,0,0,8,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,VersionsLayout.3.new ClickHandler() {...},22,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,EditApplicationLayout,328,0,8,0,70,0,12,0,8,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,ApplicationsLayout.3.2.new BooleanCallback() {...},20,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,PublishVersionLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,ApplicationRecord,35,0,0,0,10,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.application,EditVersionLayout,310,0,4,0,68,0,9,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,SimulationBoxLayout.new AsyncCallback() {...},26,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,SimulationBoxLayout.new AsyncCallback() {...},33,0,2,0,9,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,SimulationBoxLayout.new AsyncCallback() {...},21,0,0,0,6,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,SimulationBoxLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,SimulationBoxLayout.new ClickHandler() {...},29,0,0,0,5,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,SimulationBoxLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,SimulationBoxLayout.new Timer() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,SimulationBoxLayout.new AsyncCallback() {...},28,0,2,0,8,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,SimulationBoxLayout.new BooleanCallback() {...},28,0,5,0,9,0,5,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,TimelineLayout.new AsyncCallback() {...},86,0,8,0,22,0,7,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,TimelineLayout.new Timer() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,TimelineLayout.new AsyncCallback() {...},122,0,18,0,30,0,12,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,TimelineLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,SimulationBoxLayout.new AsyncCallback() {...},47,0,0,0,9,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,SimulationBoxLayout,426,0,20,0,114,0,26,0,14,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,TimelineParser,61,0,6,0,13,0,7,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.timeline,TimelineLayout,165,0,4,0,46,0,9,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation.parser,InputParser,170,0,22,0,44,0,16,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation.parser,ScuflParser,24,0,2,0,6,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation.parser,GwendiaParser,112,0,14,0,26,0,11,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation.parser,AbstractWorkflowParser,36,0,0,0,8,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.simulation.parser,InputM2Parser,133,121,15,11,39,32,8,11,0,6
coverage/vip-application,fr.insalyon.creatis.vip.application.server.rpc,LoggerServlet,17,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.rpc,JobServiceImpl,236,0,0,0,63,0,18,0,18,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.rpc,ApplicationServiceImpl,762,0,46,0,194,0,51,0,28,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.rpc,WorkflowServiceImpl,998,0,42,0,269,0,60,0,39,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,AppClass,30,0,0,0,12,0,6,0,6,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Node,54,0,0,0,20,0,10,0,10,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Source,78,0,0,0,28,0,14,0,14,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Simulation,46,37,0,0,15,14,12,3,12,3
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,ExpeSummaryEntity,18,0,0,0,7,0,4,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Activity,36,0,0,0,14,0,7,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Task,111,0,0,0,46,0,22,0,22,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Application,84,0,0,0,28,0,14,0,14,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Descriptor,26,0,0,0,12,0,6,0,6,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,SimulationInput,24,0,0,0,10,0,5,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Engine,7,21,0,0,4,8,2,4,2,4
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,Job,36,0,0,0,16,0,8,0,8,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,AppVersion,57,0,0,0,20,0,10,0,10,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,ExpeSummaryTriple,24,0,0,0,9,0,5,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,ApplicationStatus,24,0,0,0,11,0,7,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.bean,InOutData,28,0,0,0,12,0,6,0,6,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.chart,WorkflowStatsChart,68,0,4,0,12,0,4,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.chart,CheckpointChart.new LegendOptions.LabelFormatter() {...},9,0,0,0,2,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.chart,JobFlowChart,425,0,6,0,81,0,5,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.chart,AbstractChart.new ClickHandler() {...},17,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.chart,GeneralBarChart,319,0,18,0,68,0,11,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.chart,CheckpointChart,311,0,7,0,71,0,7,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.chart,JobStatsChart,347,0,17,0,55,0,16,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.chart,JobStatsChart.new CellFormatter() {...},22,0,2,0,7,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.chart,AbstractChart,57,0,0,0,16,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.chart,JobFlowChart.new LegendOptions.LabelFormatter() {...},9,0,0,0,2,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.chart,GeneralBarChart.new TickFormatter() {...},29,0,4,0,4,0,4,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.chart,SitesBarChart,153,0,2,0,37,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,JobsContextMenu.new ClickHandler() {...},28,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,JobsContextMenu.new ClickHandler() {...},28,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,JobsContextMenu.new ClickHandler() {...},28,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,JobsContextMenu.new ClickHandler() {...},28,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,JobsContextMenu.new ClickHandler() {...},28,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,JobsContextMenu.new ClickHandler() {...},28,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,JobsContextMenu.new AsyncCallback() {...},24,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,JobsContextMenu.new ClickHandler() {...},25,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.2.new BooleanCallback() {...},14,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,LogsContextMenu,120,0,2,0,24,0,3,0,2,0
